pickled dictionaries found in directory, loading them into memory ...
127200 test reviews.

File Classifications:
retail_stores-1-2577.txt: negative
retail_stores-1-258.txt: positive
retail_stores-1-2580.txt: negative
retail_stores-1-2585.txt: positive
retail_stores-1-2588.txt: negative
retail_stores-1-2590.txt: negative
retail_stores-1-2591.txt: negative
retail_stores-1-2592.txt: negative
retail_stores-1-2601.txt: positive
retail_stores-1-2603.txt: negative
retail_stores-1-2606.txt: positive
retail_stores-1-2608.txt: negative
retail_stores-1-2613.txt: positive
retail_stores-1-2614.txt: positive
retail_stores-1-2616.txt: negative
retail_stores-1-2619.txt: positive
retail_stores-1-2621.txt: negative
retail_stores-1-2624.txt: negative
retail_stores-1-2626.txt: positive
retail_stores-1-2629.txt: negative
retail_stores-1-2631.txt: negative
retail_stores-1-2633.txt: negative
retail_stores-1-2634.txt: negative
retail_stores-1-2636.txt: negative
retail_stores-1-2637.txt: negative
retail_stores-1-2638.txt: negative
retail_stores-1-2639.txt: negative
retail_stores-1-2640.txt: negative
retail_stores-1-2641.txt: negative
retail_stores-1-2645.txt: positive
retail_stores-1-2647.txt: negative
retail_stores-1-2650.txt: negative
retail_stores-1-2652.txt: positive
retail_stores-1-2653.txt: negative
retail_stores-1-2654.txt: negative
retail_stores-1-2657.txt: neutral
retail_stores-1-2658.txt: negative
retail_stores-1-2664.txt: negative
retail_stores-1-2665.txt: positive
retail_stores-1-2666.txt: negative
retail_stores-1-2668.txt: negative
retail_stores-1-2672.txt: negative
retail_stores-1-2674.txt: negative
retail_stores-1-2677.txt: negative
retail_stores-1-2678.txt: negative
retail_stores-1-2680.txt: negative
retail_stores-1-2684.txt: negative
retail_stores-1-2686.txt: negative
retail_stores-1-2696.txt: negative
retail_stores-1-2701.txt: negative
retail_stores-1-2702.txt: negative
retail_stores-1-2706.txt: negative
retail_stores-1-2707.txt: positive
retail_stores-1-2709.txt: negative
retail_stores-1-2711.txt: negative
retail_stores-1-2712.txt: negative
retail_stores-1-2715.txt: neutral
retail_stores-1-2724.txt: negative
retail_stores-1-2725.txt: negative
retail_stores-1-2727.txt: negative
retail_stores-1-2728.txt: positive
retail_stores-1-2729.txt: positive
retail_stores-1-2730.txt: negative
retail_stores-1-2732.txt: negative
retail_stores-1-2734.txt: negative
retail_stores-1-2735.txt: negative
retail_stores-1-2736.txt: negative
retail_stores-1-2737.txt: negative
retail_stores-1-2741.txt: negative
retail_stores-1-2743.txt: negative
retail_stores-1-2744.txt: negative
retail_stores-1-2745.txt: negative
retail_stores-1-2749.txt: negative
retail_stores-1-2750.txt: negative
retail_stores-1-2751.txt: negative
retail_stores-1-2753.txt: positive
retail_stores-1-2755.txt: negative
retail_stores-1-2756.txt: negative
retail_stores-1-2760.txt: positive
retail_stores-1-277.txt: negative
retail_stores-1-2773.txt: negative
retail_stores-1-2776.txt: negative
retail_stores-1-2777.txt: positive
retail_stores-1-2781.txt: negative
retail_stores-1-2788.txt: neutral
retail_stores-1-2789.txt: negative
retail_stores-1-2790.txt: negative
retail_stores-1-2791.txt: neutral
retail_stores-1-2792.txt: positive
retail_stores-1-2796.txt: negative
retail_stores-1-2798.txt: negative
retail_stores-1-2799.txt: positive
retail_stores-1-2800.txt: neutral
retail_stores-1-2809.txt: negative
retail_stores-1-2810.txt: negative
retail_stores-1-2811.txt: positive
retail_stores-1-2813.txt: negative
retail_stores-1-2814.txt: negative
retail_stores-1-2815.txt: negative
retail_stores-1-2816.txt: negative
retail_stores-1-2818.txt: positive
retail_stores-1-2819.txt: negative
retail_stores-1-282.txt: negative
retail_stores-1-2822.txt: negative
retail_stores-1-2825.txt: negative
retail_stores-1-2826.txt: negative
retail_stores-1-2828.txt: negative
retail_stores-1-2830.txt: negative
retail_stores-1-2834.txt: negative
retail_stores-1-2835.txt: positive
retail_stores-1-2839.txt: negative
retail_stores-1-2843.txt: negative
retail_stores-1-2845.txt: negative
retail_stores-1-2847.txt: neutral
retail_stores-1-2849.txt: negative
retail_stores-1-2850.txt: negative
retail_stores-1-2855.txt: neutral
retail_stores-1-2861.txt: negative
retail_stores-1-2862.txt: negative
retail_stores-1-2863.txt: negative
retail_stores-1-2866.txt: negative
retail_stores-1-2867.txt: negative
retail_stores-1-2868.txt: positive
retail_stores-1-2869.txt: negative
retail_stores-1-2871.txt: negative
retail_stores-1-2872.txt: negative
retail_stores-1-2874.txt: positive
retail_stores-1-2876.txt: negative
retail_stores-1-2877.txt: negative
retail_stores-1-2878.txt: negative
retail_stores-1-2879.txt: negative
retail_stores-1-2881.txt: negative
retail_stores-1-2882.txt: negative
retail_stores-1-2886.txt: negative
retail_stores-1-2891.txt: negative
retail_stores-1-2892.txt: positive
retail_stores-1-2893.txt: negative
retail_stores-1-2894.txt: neutral
retail_stores-1-2896.txt: negative
retail_stores-1-2897.txt: negative
retail_stores-1-2900.txt: negative
retail_stores-1-2901.txt: negative
retail_stores-1-2902.txt: negative
retail_stores-1-2905.txt: negative
retail_stores-1-2910.txt: negative
retail_stores-1-2911.txt: negative
retail_stores-1-2912.txt: negative
retail_stores-1-2913.txt: negative
retail_stores-1-2914.txt: negative
retail_stores-1-2915.txt: neutral
retail_stores-1-2916.txt: negative
retail_stores-1-2919.txt: negative
retail_stores-1-292.txt: neutral
retail_stores-1-2920.txt: negative
retail_stores-1-2921.txt: negative
retail_stores-1-2923.txt: negative
retail_stores-1-2924.txt: positive
retail_stores-1-2925.txt: negative
retail_stores-1-2928.txt: negative
retail_stores-1-2929.txt: positive
retail_stores-1-2930.txt: positive
retail_stores-1-2931.txt: positive
retail_stores-1-2932.txt: negative
retail_stores-1-2933.txt: negative
retail_stores-1-2938.txt: negative
retail_stores-1-2940.txt: negative
retail_stores-1-2942.txt: negative
retail_stores-1-2944.txt: positive
retail_stores-1-2947.txt: negative
retail_stores-1-2949.txt: negative
retail_stores-1-2951.txt: negative
retail_stores-1-2952.txt: negative
retail_stores-1-2953.txt: negative
retail_stores-1-2955.txt: negative
retail_stores-1-2957.txt: negative
retail_stores-1-296.txt: positive
retail_stores-1-2961.txt: negative
retail_stores-1-2962.txt: positive
retail_stores-1-2964.txt: negative
retail_stores-1-2965.txt: negative
retail_stores-1-2966.txt: positive
retail_stores-1-2967.txt: negative
retail_stores-1-2970.txt: negative
retail_stores-1-2971.txt: negative
retail_stores-1-2973.txt: negative
retail_stores-1-2974.txt: negative
retail_stores-1-2975.txt: negative
retail_stores-1-2976.txt: negative
retail_stores-1-2977.txt: negative
retail_stores-1-2979.txt: negative
retail_stores-1-2981.txt: negative
retail_stores-1-2982.txt: positive
retail_stores-1-2983.txt: negative
retail_stores-1-2984.txt: negative
retail_stores-1-2985.txt: positive
retail_stores-1-2986.txt: negative
retail_stores-1-2987.txt: negative
retail_stores-1-2989.txt: positive
retail_stores-1-2990.txt: negative
retail_stores-1-2991.txt: negative
retail_stores-1-2992.txt: negative
retail_stores-1-2993.txt: positive
retail_stores-1-2994.txt: negative
retail_stores-1-2996.txt: negative
retail_stores-1-2998.txt: negative
retail_stores-1-2999.txt: negative
retail_stores-1-3000.txt: negative
retail_stores-1-3002.txt: negative
retail_stores-1-3005.txt: positive
retail_stores-1-3008.txt: negative
retail_stores-1-3009.txt: negative
retail_stores-1-3010.txt: negative
retail_stores-1-3011.txt: negative
retail_stores-1-3012.txt: negative
retail_stores-1-3013.txt: negative
retail_stores-1-3014.txt: positive
retail_stores-1-3015.txt: negative
retail_stores-1-3016.txt: negative
retail_stores-1-3017.txt: negative
retail_stores-1-3018.txt: negative
retail_stores-1-3019.txt: negative
retail_stores-1-3020.txt: negative
retail_stores-1-3022.txt: negative
retail_stores-1-3024.txt: negative
retail_stores-1-3025.txt: negative
retail_stores-1-3026.txt: negative
retail_stores-1-3027.txt: negative
retail_stores-1-3028.txt: negative
retail_stores-1-303.txt: negative
retail_stores-1-3030.txt: negative
retail_stores-1-3031.txt: positive
retail_stores-1-3032.txt: negative
retail_stores-1-3033.txt: negative
retail_stores-1-3034.txt: neutral
retail_stores-1-3036.txt: negative
retail_stores-1-3037.txt: negative
retail_stores-1-3038.txt: neutral
retail_stores-1-3039.txt: negative
retail_stores-1-304.txt: positive
retail_stores-1-3040.txt: negative
retail_stores-1-3041.txt: positive
retail_stores-1-3042.txt: negative
retail_stores-1-3045.txt: negative
retail_stores-1-3046.txt: neutral
retail_stores-1-3048.txt: negative
retail_stores-1-3049.txt: negative
retail_stores-1-3051.txt: negative
retail_stores-1-3052.txt: negative
retail_stores-1-3054.txt: negative
retail_stores-1-3056.txt: positive
retail_stores-1-3058.txt: negative
retail_stores-1-306.txt: negative
retail_stores-1-3061.txt: positive
retail_stores-1-3062.txt: negative
retail_stores-1-3067.txt: positive
retail_stores-1-307.txt: negative
retail_stores-1-308.txt: negative
retail_stores-1-3084.txt: negative
retail_stores-1-3087.txt: positive
retail_stores-1-3091.txt: negative
retail_stores-1-3106.txt: negative
retail_stores-1-3118.txt: neutral
retail_stores-1-3122.txt: negative
retail_stores-1-3124.txt: negative
retail_stores-1-3126.txt: negative
retail_stores-1-3129.txt: negative
retail_stores-1-3132.txt: negative
retail_stores-1-3136.txt: neutral
retail_stores-1-3143.txt: negative
retail_stores-1-3147.txt: negative
retail_stores-1-3153.txt: negative
retail_stores-1-3159.txt: negative
retail_stores-1-3163.txt: negative
retail_stores-1-3164.txt: negative
retail_stores-1-3167.txt: negative
retail_stores-1-3175.txt: negative
retail_stores-1-3176.txt: negative
retail_stores-1-3178.txt: negative
retail_stores-1-3182.txt: negative
retail_stores-1-3184.txt: neutral
retail_stores-1-3188.txt: negative
retail_stores-1-3189.txt: negative
retail_stores-1-3191.txt: negative
retail_stores-1-3196.txt: positive
retail_stores-1-3197.txt: negative
retail_stores-1-3200.txt: positive
retail_stores-1-3202.txt: negative
retail_stores-1-3204.txt: negative
retail_stores-1-3205.txt: positive
retail_stores-1-3206.txt: negative
retail_stores-1-3207.txt: negative
retail_stores-1-3209.txt: negative
retail_stores-1-3210.txt: negative
retail_stores-1-3215.txt: positive
retail_stores-1-3217.txt: negative
retail_stores-1-3222.txt: positive
retail_stores-1-3226.txt: negative
retail_stores-1-3228.txt: positive
retail_stores-1-3232.txt: negative
retail_stores-1-3234.txt: negative
retail_stores-1-3235.txt: negative
retail_stores-1-3238.txt: negative
retail_stores-1-3240.txt: negative
retail_stores-1-3243.txt: negative
retail_stores-1-3245.txt: negative
retail_stores-1-3246.txt: negative
retail_stores-1-3248.txt: negative
retail_stores-1-3254.txt: negative
retail_stores-1-3255.txt: negative
retail_stores-1-3256.txt: positive
retail_stores-1-3260.txt: negative
retail_stores-1-3261.txt: negative
retail_stores-1-3262.txt: negative
retail_stores-1-3263.txt: positive
retail_stores-1-3266.txt: neutral
retail_stores-1-3269.txt: negative
retail_stores-1-3270.txt: negative
retail_stores-1-3275.txt: negative
retail_stores-1-340.txt: positive
retail_stores-1-342.txt: negative
retail_stores-1-344.txt: neutral
retail_stores-1-345.txt: negative
retail_stores-1-346.txt: positive
retail_stores-1-366.txt: negative
retail_stores-1-367.txt: negative
retail_stores-1-377.txt: negative
retail_stores-1-380.txt: negative
retail_stores-1-406.txt: negative
retail_stores-1-42.txt: positive
retail_stores-1-423.txt: negative
retail_stores-1-428.txt: negative
retail_stores-1-435.txt: negative
retail_stores-1-439.txt: negative
retail_stores-1-440.txt: negative
retail_stores-1-445.txt: negative
retail_stores-1-448.txt: negative
retail_stores-1-45.txt: negative
retail_stores-1-455.txt: negative
retail_stores-1-456.txt: positive
retail_stores-1-466.txt: negative
retail_stores-1-474.txt: negative
retail_stores-1-49.txt: negative
retail_stores-1-494.txt: positive
retail_stores-1-498.txt: positive
retail_stores-1-527.txt: negative
retail_stores-1-530.txt: positive
retail_stores-1-565.txt: negative
retail_stores-1-594.txt: positive
retail_stores-1-598.txt: negative
retail_stores-1-613.txt: negative
retail_stores-1-615.txt: positive
retail_stores-1-617.txt: negative
retail_stores-1-626.txt: neutral
retail_stores-1-628.txt: negative
retail_stores-1-64.txt: positive
retail_stores-1-657.txt: negative
retail_stores-1-682.txt: negative
retail_stores-1-689.txt: negative
retail_stores-1-690.txt: negative
retail_stores-1-691.txt: negative
retail_stores-1-693.txt: negative
retail_stores-1-695.txt: negative
retail_stores-1-700.txt: negative
retail_stores-1-702.txt: negative
retail_stores-1-711.txt: negative
retail_stores-1-712.txt: negative
retail_stores-1-714.txt: negative
retail_stores-1-716.txt: negative
retail_stores-1-721.txt: negative
retail_stores-1-723.txt: negative
retail_stores-1-726.txt: negative
retail_stores-1-728.txt: negative
retail_stores-1-729.txt: negative
retail_stores-1-730.txt: negative
retail_stores-1-739.txt: negative
retail_stores-1-742.txt: negative
retail_stores-1-755.txt: negative
retail_stores-1-76.txt: neutral
retail_stores-1-770.txt: negative
retail_stores-1-789.txt: neutral
retail_stores-1-791.txt: negative
retail_stores-1-792.txt: negative
retail_stores-1-795.txt: negative
retail_stores-1-797.txt: positive
retail_stores-1-800.txt: negative
retail_stores-1-801.txt: negative
retail_stores-1-804.txt: positive
retail_stores-1-81.txt: negative
retail_stores-1-810.txt: negative
retail_stores-1-813.txt: positive
retail_stores-1-817.txt: negative
retail_stores-1-830.txt: positive
retail_stores-1-832.txt: positive
retail_stores-1-839.txt: negative
retail_stores-1-843.txt: negative
retail_stores-1-847.txt: negative
retail_stores-1-851.txt: negative
retail_stores-1-852.txt: negative
retail_stores-1-857.txt: negative
retail_stores-1-863.txt: positive
retail_stores-1-878.txt: negative
retail_stores-1-879.txt: negative
retail_stores-1-883.txt: positive
retail_stores-1-885.txt: negative
retail_stores-1-886.txt: negative
retail_stores-1-889.txt: negative
retail_stores-1-890.txt: positive
retail_stores-1-893.txt: negative
retail_stores-1-897.txt: negative
retail_stores-1-901.txt: negative
retail_stores-1-902.txt: negative
retail_stores-1-904.txt: positive
retail_stores-1-909.txt: negative
retail_stores-1-910.txt: negative
retail_stores-1-913.txt: negative
retail_stores-1-921.txt: negative
retail_stores-1-925.txt: positive
retail_stores-1-930.txt: negative
retail_stores-1-934.txt: negative
retail_stores-1-935.txt: negative
retail_stores-1-936.txt: positive
retail_stores-1-937.txt: negative
retail_stores-1-938.txt: negative
retail_stores-1-939.txt: negative
retail_stores-1-942.txt: negative
retail_stores-1-944.txt: negative
retail_stores-1-947.txt: negative
retail_stores-1-948.txt: negative
retail_stores-1-949.txt: negative
retail_stores-1-950.txt: negative
retail_stores-1-951.txt: negative
retail_stores-1-954.txt: positive
retail_stores-1-956.txt: neutral
retail_stores-1-96.txt: negative
retail_stores-1-961.txt: negative
retail_stores-1-962.txt: neutral
retail_stores-1-963.txt: neutral
retail_stores-1-965.txt: negative
retail_stores-1-967.txt: negative
retail_stores-1-969.txt: negative
retail_stores-1-973.txt: negative
retail_stores-1-974.txt: negative
retail_stores-1-987.txt: negative
retail_stores-1-991.txt: negative
retail_stores-1-994.txt: neutral
retail_stores-1-995.txt: positive
retail_stores-1-996.txt: negative
retail_stores-1-997.txt: negative
retail_stores-2-1013.txt: negative
retail_stores-2-1022.txt: negative
retail_stores-2-1024.txt: negative
retail_stores-2-1027.txt: negative
retail_stores-2-1031.txt: negative
retail_stores-2-1039.txt: negative
retail_stores-2-1044.txt: positive
retail_stores-2-1063.txt: negative
retail_stores-2-1071.txt: positive
retail_stores-2-1072.txt: positive
retail_stores-2-1080.txt: neutral
retail_stores-2-1085.txt: negative
retail_stores-2-1086.txt: positive
retail_stores-2-1087.txt: neutral
retail_stores-2-1100.txt: negative
retail_stores-2-1110.txt: negative
retail_stores-2-1113.txt: negative
retail_stores-2-1126.txt: negative
retail_stores-2-1129.txt: negative
retail_stores-2-1132.txt: positive
retail_stores-2-1139.txt: neutral
retail_stores-2-114.txt: negative
retail_stores-2-1149.txt: neutral
retail_stores-2-1153.txt: negative
retail_stores-2-1165.txt: positive
retail_stores-2-1175.txt: negative
retail_stores-2-1176.txt: positive
retail_stores-2-1180.txt: positive
retail_stores-2-1184.txt: negative
retail_stores-2-1185.txt: negative
retail_stores-2-1188.txt: positive
retail_stores-2-119.txt: negative
retail_stores-2-1196.txt: positive
retail_stores-2-1202.txt: neutral
retail_stores-2-1224.txt: positive
retail_stores-2-1230.txt: neutral
retail_stores-2-1233.txt: neutral
retail_stores-2-1241.txt: negative
retail_stores-2-1246.txt: positive
retail_stores-2-1263.txt: positive
retail_stores-2-1285.txt: positive
retail_stores-2-1310.txt: neutral
retail_stores-2-1327.txt: positive
retail_stores-2-1333.txt: positive
retail_stores-2-1334.txt: positive
retail_stores-2-1337.txt: negative
retail_stores-2-134.txt: positive
retail_stores-2-1344.txt: negative
retail_stores-2-1351.txt: negative
retail_stores-2-1356.txt: negative
retail_stores-2-1366.txt: negative
retail_stores-2-1372.txt: negative
retail_stores-2-1416.txt: negative
retail_stores-2-1421.txt: negative
retail_stores-2-1442.txt: negative
retail_stores-2-1448.txt: negative
retail_stores-2-1468.txt: negative
retail_stores-2-1470.txt: negative
retail_stores-2-1487.txt: neutral
retail_stores-2-1493.txt: negative
retail_stores-2-150.txt: negative
retail_stores-2-1502.txt: negative
retail_stores-2-1510.txt: negative
retail_stores-2-1513.txt: negative
retail_stores-2-152.txt: positive
retail_stores-2-1520.txt: positive
retail_stores-2-1522.txt: negative
retail_stores-2-1524.txt: negative
retail_stores-2-1548.txt: negative
retail_stores-2-1549.txt: positive
retail_stores-2-1555.txt: positive
retail_stores-2-1568.txt: negative
retail_stores-2-1571.txt: positive
retail_stores-2-1575.txt: positive
retail_stores-2-1577.txt: positive
retail_stores-2-1579.txt: negative
retail_stores-2-1588.txt: negative
retail_stores-2-1594.txt: negative
retail_stores-2-1599.txt: positive
retail_stores-2-1600.txt: negative
retail_stores-2-1603.txt: negative
retail_stores-2-1617.txt: negative
retail_stores-2-1620.txt: negative
retail_stores-2-1624.txt: negative
retail_stores-2-1626.txt: neutral
retail_stores-2-1627.txt: negative
retail_stores-2-163.txt: neutral
retail_stores-2-1632.txt: positive
retail_stores-2-1633.txt: neutral
retail_stores-2-1635.txt: positive
retail_stores-2-1636.txt: positive
retail_stores-2-1639.txt: positive
retail_stores-2-1641.txt: negative
retail_stores-2-1642.txt: negative
retail_stores-2-166.txt: negative
retail_stores-2-1673.txt: negative
retail_stores-2-1679.txt: positive
retail_stores-2-1688.txt: neutral
retail_stores-2-169.txt: positive
retail_stores-2-1700.txt: neutral
retail_stores-2-1703.txt: negative
retail_stores-2-1723.txt: positive
retail_stores-2-1739.txt: negative
retail_stores-2-1742.txt: negative
retail_stores-2-1745.txt: negative
retail_stores-2-175.txt: neutral
retail_stores-2-1758.txt: negative
retail_stores-2-1761.txt: negative
retail_stores-2-1762.txt: negative
retail_stores-2-1764.txt: negative
retail_stores-2-1784.txt: negative
retail_stores-2-1785.txt: negative
retail_stores-2-1792.txt: negative
retail_stores-2-1794.txt: negative
retail_stores-2-1814.txt: negative
retail_stores-2-1818.txt: positive
retail_stores-2-1819.txt: negative
retail_stores-2-182.txt: positive
retail_stores-2-1820.txt: negative
retail_stores-2-1826.txt: negative
retail_stores-2-1830.txt: neutral
retail_stores-2-1840.txt: negative
retail_stores-2-1843.txt: negative
retail_stores-2-1845.txt: negative
retail_stores-2-1850.txt: negative
retail_stores-2-1853.txt: negative
retail_stores-2-1854.txt: negative
retail_stores-2-1857.txt: negative
retail_stores-2-1860.txt: negative
retail_stores-2-1867.txt: negative
retail_stores-2-1869.txt: negative
retail_stores-2-1888.txt: negative
retail_stores-2-1889.txt: negative
retail_stores-2-1899.txt: positive
retail_stores-2-1907.txt: positive
retail_stores-2-1910.txt: neutral
retail_stores-2-1948.txt: positive
retail_stores-2-1950.txt: negative
retail_stores-2-1951.txt: negative
retail_stores-2-1963.txt: neutral
retail_stores-2-1969.txt: negative
retail_stores-2-1971.txt: negative
retail_stores-2-1990.txt: negative
retail_stores-2-1992.txt: negative
retail_stores-2-1996.txt: negative
retail_stores-2-1999.txt: negative
retail_stores-2-2011.txt: negative
retail_stores-2-2014.txt: negative
retail_stores-2-2016.txt: neutral
retail_stores-2-2035.txt: negative
retail_stores-2-2057.txt: negative
retail_stores-2-2063.txt: negative
retail_stores-2-207.txt: neutral
retail_stores-2-2091.txt: negative
retail_stores-2-2099.txt: negative
retail_stores-2-2128.txt: neutral
retail_stores-2-2131.txt: negative
retail_stores-2-2137.txt: negative
retail_stores-2-2142.txt: negative
retail_stores-2-2143.txt: negative
retail_stores-2-2150.txt: negative
retail_stores-2-2151.txt: negative
retail_stores-2-2152.txt: positive
retail_stores-2-2153.txt: negative
retail_stores-2-2158.txt: negative
retail_stores-2-2162.txt: neutral
retail_stores-2-2168.txt: positive
retail_stores-2-2196.txt: negative
retail_stores-2-220.txt: neutral
retail_stores-2-2222.txt: negative
retail_stores-2-2234.txt: negative
retail_stores-2-2243.txt: positive
retail_stores-2-225.txt: positive
retail_stores-2-2255.txt: negative
retail_stores-2-2267.txt: negative
retail_stores-2-2286.txt: negative
retail_stores-2-2302.txt: negative
retail_stores-2-2323.txt: negative
retail_stores-2-2337.txt: negative
retail_stores-2-2347.txt: negative
retail_stores-2-2357.txt: negative
retail_stores-2-2361.txt: negative
retail_stores-2-2369.txt: negative
retail_stores-2-2370.txt: negative
retail_stores-2-2372.txt: negative
retail_stores-2-2395.txt: negative
retail_stores-2-2401.txt: neutral
retail_stores-2-2403.txt: negative
retail_stores-2-2406.txt: negative
retail_stores-2-241.txt: negative
retail_stores-2-2439.txt: negative
retail_stores-2-2441.txt: positive
retail_stores-2-2446.txt: negative
retail_stores-2-2449.txt: neutral
retail_stores-2-2451.txt: positive
retail_stores-2-2460.txt: positive
retail_stores-2-2461.txt: negative
retail_stores-2-2464.txt: positive
retail_stores-2-2469.txt: positive
retail_stores-2-2475.txt: positive
retail_stores-2-2479.txt: neutral
retail_stores-2-2487.txt: positive
retail_stores-2-2492.txt: negative
retail_stores-2-2503.txt: negative
retail_stores-2-2512.txt: negative
retail_stores-2-2525.txt: negative
retail_stores-2-2526.txt: negative
retail_stores-2-2527.txt: negative
retail_stores-2-2528.txt: positive
retail_stores-2-2532.txt: negative
retail_stores-2-2539.txt: negative
retail_stores-2-254.txt: negative
retail_stores-2-2549.txt: neutral
retail_stores-2-2551.txt: positive
retail_stores-2-2558.txt: negative
retail_stores-2-257.txt: negative
retail_stores-2-2570.txt: negative
retail_stores-2-2575.txt: neutral
retail_stores-2-2582.txt: negative
retail_stores-2-2584.txt: positive
retail_stores-2-2595.txt: neutral
retail_stores-2-2596.txt: negative
retail_stores-2-2605.txt: negative
retail_stores-2-2607.txt: negative
retail_stores-2-2609.txt: negative
retail_stores-2-261.txt: negative
retail_stores-2-2611.txt: neutral
retail_stores-2-2623.txt: negative
retail_stores-2-2625.txt: negative
retail_stores-2-2627.txt: negative
retail_stores-2-2628.txt: neutral
retail_stores-2-2630.txt: negative
retail_stores-2-2643.txt: negative
retail_stores-2-2644.txt: negative
retail_stores-2-2646.txt: negative
retail_stores-2-2655.txt: negative
retail_stores-2-266.txt: positive
retail_stores-2-2663.txt: negative
retail_stores-2-2667.txt: negative
retail_stores-2-2670.txt: negative
retail_stores-2-2681.txt: negative
retail_stores-2-2703.txt: negative
retail_stores-2-2705.txt: positive
retail_stores-2-2710.txt: negative
retail_stores-2-272.txt: positive
retail_stores-2-2720.txt: negative
retail_stores-2-2722.txt: positive
retail_stores-2-2752.txt: negative
retail_stores-2-2757.txt: neutral
retail_stores-2-2782.txt: positive
retail_stores-2-2783.txt: negative
retail_stores-2-2801.txt: positive
retail_stores-2-2805.txt: negative
retail_stores-2-2856.txt: negative
retail_stores-2-2898.txt: negative
retail_stores-2-2908.txt: negative
retail_stores-2-2956.txt: negative
retail_stores-2-2963.txt: negative
retail_stores-2-2972.txt: negative
retail_stores-2-3023.txt: negative
retail_stores-2-3029.txt: positive
retail_stores-2-3044.txt: positive
retail_stores-2-3047.txt: negative
retail_stores-2-3055.txt: positive
retail_stores-2-3060.txt: negative
retail_stores-2-3064.txt: negative
retail_stores-2-3078.txt: negative
retail_stores-2-3082.txt: negative
retail_stores-2-310.txt: negative
retail_stores-2-3117.txt: negative
retail_stores-2-3119.txt: positive
retail_stores-2-312.txt: positive
retail_stores-2-3120.txt: negative
retail_stores-2-3121.txt: negative
retail_stores-2-3161.txt: negative
retail_stores-2-3162.txt: negative
retail_stores-2-3174.txt: positive
retail_stores-2-318.txt: negative
retail_stores-2-3185.txt: negative
retail_stores-2-3187.txt: negative
retail_stores-2-3195.txt: positive
retail_stores-2-3201.txt: negative
retail_stores-2-3203.txt: negative
retail_stores-2-3211.txt: negative
retail_stores-2-3214.txt: negative
retail_stores-2-3220.txt: negative
retail_stores-2-3227.txt: negative
retail_stores-2-3236.txt: positive
retail_stores-2-3239.txt: positive
retail_stores-2-3242.txt: positive
retail_stores-2-3247.txt: negative
retail_stores-2-3250.txt: negative
retail_stores-2-3257.txt: positive
retail_stores-2-3267.txt: negative
retail_stores-2-3271.txt: positive
retail_stores-2-349.txt: positive
retail_stores-2-351.txt: negative
retail_stores-2-358.txt: negative
retail_stores-2-359.txt: negative
retail_stores-2-36.txt: negative
retail_stores-2-370.txt: negative
retail_stores-2-376.txt: positive
retail_stores-2-385.txt: negative
retail_stores-2-399.txt: neutral
retail_stores-2-431.txt: negative
retail_stores-2-433.txt: negative
retail_stores-2-436.txt: negative
retail_stores-2-441.txt: positive
retail_stores-2-452.txt: negative
retail_stores-2-458.txt: neutral
retail_stores-2-459.txt: negative
retail_stores-2-464.txt: negative
retail_stores-2-465.txt: negative
retail_stores-2-480.txt: negative
retail_stores-2-485.txt: negative
retail_stores-2-486.txt: neutral
retail_stores-2-490.txt: positive
retail_stores-2-496.txt: negative
retail_stores-2-523.txt: positive
retail_stores-2-533.txt: negative
retail_stores-2-539.txt: negative
retail_stores-2-544.txt: positive
retail_stores-2-549.txt: negative
retail_stores-2-553.txt: positive
retail_stores-2-567.txt: negative
retail_stores-2-580.txt: negative
retail_stores-2-582.txt: negative
retail_stores-2-589.txt: negative
retail_stores-2-590.txt: negative
retail_stores-2-596.txt: negative
retail_stores-2-602.txt: negative
retail_stores-2-603.txt: negative
retail_stores-2-622.txt: positive
retail_stores-2-639.txt: positive
retail_stores-2-641.txt: positive
retail_stores-2-651.txt: negative
retail_stores-2-67.txt: negative
retail_stores-2-672.txt: negative
retail_stores-2-673.txt: negative
retail_stores-2-674.txt: positive
retail_stores-2-681.txt: negative
retail_stores-2-683.txt: negative
retail_stores-2-698.txt: negative
retail_stores-2-699.txt: negative
retail_stores-2-703.txt: positive
retail_stores-2-717.txt: negative
retail_stores-2-724.txt: negative
retail_stores-2-735.txt: negative
retail_stores-2-736.txt: negative
retail_stores-2-750.txt: negative
retail_stores-2-759.txt: positive
retail_stores-2-761.txt: negative
retail_stores-2-762.txt: negative
retail_stores-2-768.txt: negative
retail_stores-2-77.txt: negative
retail_stores-2-773.txt: positive
retail_stores-2-781.txt: negative
retail_stores-2-786.txt: positive
retail_stores-2-80.txt: negative
retail_stores-2-815.txt: neutral
retail_stores-2-818.txt: negative
retail_stores-2-819.txt: positive
retail_stores-2-836.txt: positive
retail_stores-2-838.txt: negative
retail_stores-2-860.txt: neutral
retail_stores-2-866.txt: neutral
retail_stores-2-867.txt: neutral
retail_stores-2-868.txt: positive
retail_stores-2-870.txt: neutral
retail_stores-2-874.txt: positive
retail_stores-2-875.txt: negative
retail_stores-2-877.txt: negative
retail_stores-2-882.txt: negative
retail_stores-2-888.txt: negative
retail_stores-2-898.txt: negative
retail_stores-2-899.txt: negative
retail_stores-2-907.txt: negative
retail_stores-2-908.txt: negative
retail_stores-2-914.txt: positive
retail_stores-2-915.txt: negative
retail_stores-2-924.txt: negative
retail_stores-2-926.txt: negative
retail_stores-2-952.txt: negative
retail_stores-2-953.txt: negative
