pickled dictionaries found in directory, loading them into memory ...
20744 test reviews.

File Classifications:
movies-5-2152.txt: positive
movies-5-21520.txt: positive
movies-5-21527.txt: negative
movies-5-21528.txt: positive
movies-5-21529.txt: positive
movies-5-2153.txt: positive
movies-5-21531.txt: positive
movies-5-21532.txt: positive
movies-5-21534.txt: positive
movies-5-21535.txt: positive
movies-5-21538.txt: positive
movies-5-21539.txt: positive
movies-5-2154.txt: positive
movies-5-21540.txt: positive
movies-5-21542.txt: positive
movies-5-2155.txt: positive
movies-5-21550.txt: positive
movies-5-21551.txt: positive
movies-5-21553.txt: positive
movies-5-21555.txt: positive
movies-5-21558.txt: positive
movies-5-21561.txt: positive
movies-5-21562.txt: positive
movies-5-21563.txt: negative
movies-5-21564.txt: positive
movies-5-21565.txt: positive
movies-5-21567.txt: positive
movies-5-21569.txt: positive
movies-5-2157.txt: positive
movies-5-21570.txt: negative
movies-5-21571.txt: neutral
movies-5-21572.txt: positive
movies-5-21573.txt: positive
movies-5-21574.txt: positive
movies-5-21575.txt: positive
movies-5-21576.txt: positive
movies-5-21577.txt: positive
movies-5-21578.txt: positive
movies-5-21579.txt: positive
movies-5-2158.txt: positive
movies-5-21580.txt: positive
movies-5-21582.txt: neutral
movies-5-21583.txt: positive
movies-5-21584.txt: positive
movies-5-21585.txt: positive
movies-5-21587.txt: positive
movies-5-21589.txt: positive
movies-5-21591.txt: positive
movies-5-21592.txt: positive
movies-5-21593.txt: positive
movies-5-21595.txt: positive
movies-5-21596.txt: positive
movies-5-21597.txt: positive
movies-5-21598.txt: positive
movies-5-2160.txt: positive
movies-5-21600.txt: positive
movies-5-21601.txt: positive
movies-5-21602.txt: positive
movies-5-21604.txt: positive
movies-5-21605.txt: positive
movies-5-21606.txt: positive
movies-5-21607.txt: positive
movies-5-21611.txt: positive
movies-5-21614.txt: positive
movies-5-21617.txt: positive
movies-5-21618.txt: positive
movies-5-21620.txt: positive
movies-5-21621.txt: positive
movies-5-21622.txt: positive
movies-5-21623.txt: negative
movies-5-21627.txt: positive
movies-5-21628.txt: positive
movies-5-21629.txt: positive
movies-5-21630.txt: negative
movies-5-21631.txt: positive
movies-5-21632.txt: positive
movies-5-21634.txt: positive
movies-5-21635.txt: positive
movies-5-21638.txt: positive
movies-5-21640.txt: positive
movies-5-21641.txt: positive
movies-5-21643.txt: positive
movies-5-21644.txt: positive
movies-5-21645.txt: positive
movies-5-21646.txt: positive
movies-5-21647.txt: negative
movies-5-21649.txt: positive
movies-5-2165.txt: positive
movies-5-21651.txt: positive
movies-5-21652.txt: positive
movies-5-21655.txt: positive
movies-5-21657.txt: positive
movies-5-21659.txt: positive
movies-5-21660.txt: positive
movies-5-21661.txt: positive
movies-5-21662.txt: positive
movies-5-21665.txt: positive
movies-5-21667.txt: positive
movies-5-2167.txt: positive
movies-5-21670.txt: positive
movies-5-21671.txt: positive
movies-5-21672.txt: positive
movies-5-21673.txt: positive
movies-5-21674.txt: positive
movies-5-21676.txt: positive
movies-5-21679.txt: positive
movies-5-21681.txt: positive
movies-5-21682.txt: positive
movies-5-21684.txt: positive
movies-5-21686.txt: positive
movies-5-2169.txt: positive
movies-5-21690.txt: positive
movies-5-21692.txt: positive
movies-5-21693.txt: positive
movies-5-21694.txt: positive
movies-5-21698.txt: positive
movies-5-21699.txt: positive
movies-5-217.txt: negative
movies-5-2170.txt: positive
movies-5-21701.txt: positive
movies-5-21702.txt: positive
movies-5-21704.txt: positive
movies-5-21706.txt: positive
movies-5-21708.txt: positive
movies-5-21709.txt: positive
movies-5-2171.txt: positive
movies-5-21710.txt: positive
movies-5-21711.txt: positive
movies-5-21712.txt: negative
movies-5-21714.txt: neutral
movies-5-21715.txt: positive
movies-5-21716.txt: positive
movies-5-21718.txt: positive
movies-5-21719.txt: positive
movies-5-2172.txt: positive
movies-5-21721.txt: positive
movies-5-21722.txt: positive
movies-5-21724.txt: positive
movies-5-21725.txt: positive
movies-5-21726.txt: positive
movies-5-21728.txt: positive
movies-5-21729.txt: positive
movies-5-2173.txt: positive
movies-5-21730.txt: negative
movies-5-21731.txt: positive
movies-5-21733.txt: positive
movies-5-21734.txt: positive
movies-5-21735.txt: positive
movies-5-21736.txt: positive
movies-5-21737.txt: positive
movies-5-21739.txt: negative
movies-5-2174.txt: positive
movies-5-21741.txt: positive
movies-5-21742.txt: positive
movies-5-21745.txt: neutral
movies-5-21746.txt: positive
movies-5-21748.txt: positive
movies-5-21749.txt: positive
movies-5-21750.txt: positive
movies-5-21751.txt: positive
movies-5-21752.txt: positive
movies-5-21754.txt: positive
movies-5-21755.txt: positive
movies-5-21756.txt: positive
movies-5-2176.txt: positive
movies-5-21762.txt: positive
movies-5-21763.txt: positive
movies-5-21764.txt: positive
movies-5-21765.txt: positive
movies-5-21766.txt: positive
movies-5-21767.txt: positive
movies-5-21771.txt: positive
movies-5-21773.txt: positive
movies-5-21776.txt: positive
movies-5-21778.txt: positive
movies-5-21779.txt: positive
movies-5-21780.txt: positive
movies-5-21783.txt: positive
movies-5-21784.txt: positive
movies-5-21785.txt: positive
movies-5-21788.txt: positive
movies-5-21789.txt: positive
movies-5-2179.txt: positive
movies-5-21790.txt: positive
movies-5-21791.txt: positive
movies-5-21793.txt: positive
movies-5-21794.txt: positive
movies-5-21796.txt: positive
movies-5-21797.txt: positive
movies-5-21799.txt: positive
movies-5-218.txt: positive
movies-5-21801.txt: positive
movies-5-21804.txt: positive
movies-5-21805.txt: positive
movies-5-21806.txt: positive
movies-5-21807.txt: positive
movies-5-21810.txt: positive
movies-5-21811.txt: positive
movies-5-21814.txt: positive
movies-5-21815.txt: positive
movies-5-21816.txt: positive
movies-5-21818.txt: positive
movies-5-21819.txt: positive
movies-5-21820.txt: positive
movies-5-21822.txt: positive
movies-5-21823.txt: positive
movies-5-21825.txt: positive
movies-5-21826.txt: positive
movies-5-21827.txt: positive
movies-5-21828.txt: positive
movies-5-21831.txt: neutral
movies-5-21832.txt: positive
movies-5-21834.txt: positive
movies-5-21835.txt: positive
movies-5-21836.txt: positive
movies-5-21839.txt: positive
movies-5-21840.txt: positive
movies-5-21841.txt: positive
movies-5-21842.txt: positive
movies-5-21843.txt: positive
movies-5-21844.txt: positive
movies-5-21845.txt: positive
movies-5-21846.txt: positive
movies-5-21847.txt: positive
movies-5-21848.txt: positive
movies-5-21849.txt: positive
movies-5-2185.txt: positive
movies-5-21852.txt: positive
movies-5-21853.txt: positive
movies-5-21858.txt: positive
movies-5-21859.txt: negative
movies-5-2186.txt: positive
movies-5-21861.txt: positive
movies-5-21863.txt: positive
movies-5-21865.txt: positive
movies-5-21868.txt: positive
movies-5-21871.txt: positive
movies-5-21873.txt: positive
movies-5-21875.txt: positive
movies-5-21877.txt: positive
movies-5-21878.txt: positive
movies-5-21879.txt: positive
movies-5-21880.txt: positive
movies-5-21881.txt: positive
movies-5-21884.txt: positive
movies-5-21888.txt: positive
movies-5-21889.txt: positive
movies-5-2189.txt: positive
movies-5-21891.txt: positive
movies-5-21893.txt: positive
movies-5-21894.txt: positive
movies-5-21895.txt: positive
movies-5-21897.txt: positive
movies-5-21899.txt: positive
movies-5-219.txt: positive
movies-5-21900.txt: positive
movies-5-21903.txt: positive
movies-5-21905.txt: positive
movies-5-21907.txt: positive
movies-5-21909.txt: positive
movies-5-21912.txt: positive
movies-5-21913.txt: positive
movies-5-21914.txt: positive
movies-5-21915.txt: positive
movies-5-21917.txt: positive
movies-5-21918.txt: positive
movies-5-2192.txt: positive
movies-5-21922.txt: positive
movies-5-21923.txt: positive
movies-5-21929.txt: positive
movies-5-2193.txt: positive
movies-5-21930.txt: positive
movies-5-21931.txt: positive
movies-5-21934.txt: positive
movies-5-21936.txt: positive
movies-5-21939.txt: positive
movies-5-21940.txt: negative
movies-5-21943.txt: positive
movies-5-21945.txt: positive
movies-5-21946.txt: positive
movies-5-21947.txt: positive
movies-5-21948.txt: positive
movies-5-2195.txt: positive
movies-5-21950.txt: positive
movies-5-21951.txt: positive
movies-5-21953.txt: negative
movies-5-21956.txt: positive
movies-5-21957.txt: positive
movies-5-21958.txt: positive
movies-5-21959.txt: positive
movies-5-2196.txt: positive
movies-5-21960.txt: positive
movies-5-21962.txt: positive
movies-5-21963.txt: positive
movies-5-21964.txt: positive
movies-5-21965.txt: positive
movies-5-21966.txt: positive
movies-5-21969.txt: positive
movies-5-21970.txt: positive
movies-5-21972.txt: positive
movies-5-21973.txt: positive
movies-5-21974.txt: positive
movies-5-21975.txt: positive
movies-5-21976.txt: positive
movies-5-21977.txt: positive
movies-5-21979.txt: positive
movies-5-21980.txt: positive
movies-5-21982.txt: positive
movies-5-21983.txt: positive
movies-5-21984.txt: positive
movies-5-21985.txt: positive
movies-5-21986.txt: positive
movies-5-21989.txt: positive
movies-5-21990.txt: positive
movies-5-21991.txt: positive
movies-5-21992.txt: positive
movies-5-21993.txt: positive
movies-5-21994.txt: negative
movies-5-21996.txt: positive
movies-5-21998.txt: positive
movies-5-22.txt: positive
movies-5-220.txt: positive
movies-5-22000.txt: positive
movies-5-22001.txt: positive
movies-5-22002.txt: positive
movies-5-22003.txt: negative
movies-5-22005.txt: positive
movies-5-22006.txt: positive
movies-5-22007.txt: neutral
movies-5-22008.txt: positive
movies-5-22009.txt: positive
movies-5-22010.txt: positive
movies-5-22011.txt: positive
movies-5-22012.txt: positive
movies-5-22013.txt: positive
movies-5-22014.txt: positive
movies-5-22015.txt: positive
movies-5-22016.txt: positive
movies-5-22018.txt: positive
movies-5-22019.txt: positive
movies-5-2202.txt: positive
movies-5-22020.txt: positive
movies-5-22021.txt: positive
movies-5-22022.txt: positive
movies-5-22024.txt: negative
movies-5-22026.txt: positive
movies-5-22027.txt: positive
movies-5-22028.txt: positive
movies-5-22029.txt: positive
movies-5-2203.txt: positive
movies-5-22030.txt: positive
movies-5-22031.txt: positive
movies-5-22032.txt: positive
movies-5-22033.txt: positive
movies-5-22034.txt: positive
movies-5-22035.txt: positive
movies-5-22036.txt: positive
movies-5-22037.txt: positive
movies-5-2204.txt: positive
movies-5-22041.txt: positive
movies-5-22042.txt: negative
movies-5-22043.txt: positive
movies-5-22048.txt: positive
movies-5-2205.txt: positive
movies-5-22050.txt: positive
movies-5-22051.txt: positive
movies-5-22052.txt: positive
movies-5-22054.txt: positive
movies-5-22056.txt: positive
movies-5-22057.txt: positive
movies-5-22058.txt: positive
movies-5-22059.txt: negative
movies-5-22060.txt: positive
movies-5-22061.txt: positive
movies-5-22063.txt: positive
movies-5-22064.txt: positive
movies-5-22066.txt: positive
movies-5-22067.txt: positive
movies-5-2207.txt: positive
movies-5-22070.txt: positive
movies-5-22072.txt: positive
movies-5-22073.txt: positive
movies-5-22074.txt: neutral
movies-5-22075.txt: positive
movies-5-22077.txt: positive
movies-5-22080.txt: positive
movies-5-22081.txt: positive
movies-5-22082.txt: positive
movies-5-22083.txt: negative
movies-5-22086.txt: positive
movies-5-22087.txt: positive
movies-5-22092.txt: positive
movies-5-22094.txt: positive
movies-5-22095.txt: positive
movies-5-221.txt: positive
movies-5-22104.txt: positive
movies-5-22106.txt: positive
movies-5-22107.txt: positive
movies-5-22108.txt: negative
movies-5-22111.txt: positive
movies-5-22112.txt: positive
movies-5-22113.txt: positive
movies-5-22114.txt: positive
movies-5-22115.txt: positive
movies-5-22117.txt: positive
movies-5-22124.txt: positive
movies-5-22125.txt: positive
movies-5-22126.txt: positive
movies-5-22127.txt: positive
movies-5-22128.txt: positive
movies-5-22129.txt: positive
movies-5-22130.txt: positive
movies-5-22131.txt: positive
movies-5-22132.txt: positive
movies-5-22133.txt: positive
movies-5-22134.txt: positive
movies-5-22135.txt: positive
movies-5-22136.txt: positive
movies-5-22137.txt: positive
movies-5-22138.txt: positive
movies-5-22139.txt: positive
movies-5-22140.txt: positive
movies-5-22142.txt: positive
movies-5-22143.txt: positive
movies-5-22145.txt: positive
movies-5-22147.txt: positive
movies-5-22151.txt: positive
movies-5-22152.txt: positive
movies-5-22153.txt: positive
movies-5-22156.txt: positive
movies-5-22159.txt: positive
movies-5-22160.txt: positive
movies-5-22161.txt: positive
movies-5-22162.txt: positive
movies-5-22163.txt: positive
movies-5-22164.txt: positive
movies-5-22165.txt: positive
movies-5-22166.txt: positive
movies-5-22167.txt: positive
movies-5-22168.txt: positive
movies-5-22169.txt: positive
movies-5-22171.txt: positive
movies-5-22172.txt: positive
movies-5-22174.txt: positive
movies-5-22175.txt: positive
movies-5-22176.txt: positive
movies-5-22177.txt: positive
movies-5-22178.txt: positive
movies-5-22179.txt: positive
movies-5-22180.txt: positive
movies-5-22181.txt: positive
movies-5-22184.txt: positive
movies-5-22185.txt: negative
movies-5-22187.txt: positive
movies-5-22188.txt: positive
movies-5-22189.txt: positive
movies-5-22190.txt: positive
movies-5-22191.txt: positive
movies-5-22192.txt: negative
movies-5-22193.txt: positive
movies-5-22195.txt: positive
movies-5-22196.txt: negative
movies-5-22197.txt: positive
movies-5-22198.txt: positive
movies-5-22199.txt: positive
movies-5-22200.txt: positive
movies-5-22201.txt: positive
movies-5-22202.txt: positive
movies-5-22203.txt: positive
movies-5-22204.txt: negative
movies-5-22206.txt: positive
movies-5-22209.txt: positive
movies-5-22210.txt: positive
movies-5-22212.txt: positive
movies-5-22213.txt: neutral
movies-5-22214.txt: positive
movies-5-22215.txt: positive
movies-5-22216.txt: neutral
movies-5-22217.txt: positive
movies-5-22218.txt: positive
movies-5-22219.txt: positive
movies-5-2222.txt: positive
movies-5-22220.txt: positive
movies-5-22221.txt: positive
movies-5-22222.txt: positive
movies-5-22224.txt: positive
movies-5-22225.txt: positive
movies-5-22226.txt: positive
movies-5-22227.txt: positive
movies-5-22230.txt: positive
movies-5-22232.txt: positive
movies-5-22234.txt: positive
movies-5-22236.txt: positive
movies-5-22238.txt: positive
movies-5-22241.txt: negative
movies-5-22243.txt: positive
movies-5-22245.txt: positive
movies-5-22247.txt: positive
movies-5-22249.txt: positive
movies-5-22250.txt: positive
movies-5-22251.txt: positive
movies-5-22252.txt: positive
movies-5-22253.txt: positive
movies-5-22254.txt: positive
movies-5-22255.txt: positive
movies-5-22256.txt: positive
movies-5-22257.txt: positive
movies-5-22260.txt: positive
movies-5-22262.txt: positive
movies-5-22265.txt: positive
movies-5-22266.txt: positive
movies-5-22268.txt: negative
movies-5-22269.txt: positive
movies-5-22271.txt: positive
movies-5-22272.txt: positive
movies-5-22274.txt: positive
movies-5-22275.txt: positive
movies-5-22276.txt: positive
movies-5-22277.txt: positive
movies-5-22278.txt: positive
movies-5-22279.txt: positive
movies-5-2228.txt: positive
movies-5-22280.txt: positive
movies-5-22281.txt: positive
movies-5-22288.txt: positive
movies-5-22289.txt: positive
movies-5-22290.txt: positive
movies-5-22291.txt: positive
movies-5-22292.txt: positive
movies-5-22294.txt: positive
movies-5-22295.txt: positive
movies-5-22296.txt: positive
movies-5-22298.txt: positive
movies-5-22299.txt: positive
movies-5-223.txt: positive
movies-5-22300.txt: positive
movies-5-22301.txt: positive
movies-5-22304.txt: positive
movies-5-22306.txt: positive
movies-5-22309.txt: positive
movies-5-2231.txt: positive
movies-5-22319.txt: positive
movies-5-22320.txt: positive
movies-5-22323.txt: negative
movies-5-22327.txt: positive
movies-5-22328.txt: positive
movies-5-22331.txt: positive
movies-5-22332.txt: positive
movies-5-22333.txt: positive
movies-5-22334.txt: positive
movies-5-2234.txt: positive
movies-5-22340.txt: positive
movies-5-22341.txt: positive
movies-5-22342.txt: positive
movies-5-22344.txt: positive
movies-5-22346.txt: positive
movies-5-22349.txt: positive
movies-5-22350.txt: positive
movies-5-22353.txt: positive
movies-5-22356.txt: positive
movies-5-22357.txt: negative
movies-5-22359.txt: positive
movies-5-22360.txt: positive
movies-5-22361.txt: negative
movies-5-22364.txt: positive
movies-5-22365.txt: positive
movies-5-22366.txt: positive
movies-5-22368.txt: positive
movies-5-22369.txt: positive
movies-5-22372.txt: positive
movies-5-22373.txt: positive
movies-5-22375.txt: positive
movies-5-22376.txt: positive
movies-5-22377.txt: positive
movies-5-22378.txt: positive
movies-5-22379.txt: positive
movies-5-2238.txt: positive
movies-5-22381.txt: positive
movies-5-22382.txt: positive
movies-5-22383.txt: positive
movies-5-22385.txt: positive
movies-5-22386.txt: positive
movies-5-22391.txt: positive
movies-5-22392.txt: positive
movies-5-22393.txt: positive
movies-5-22394.txt: positive
movies-5-22395.txt: positive
movies-5-22397.txt: positive
movies-5-224.txt: positive
movies-5-2240.txt: positive
movies-5-22404.txt: negative
movies-5-22409.txt: positive
movies-5-22417.txt: positive
movies-5-2242.txt: positive
movies-5-22420.txt: positive
movies-5-22422.txt: positive
movies-5-22427.txt: positive
movies-5-2243.txt: positive
movies-5-22430.txt: positive
movies-5-22431.txt: positive
movies-5-22433.txt: positive
movies-5-22435.txt: positive
movies-5-22438.txt: positive
movies-5-2244.txt: positive
movies-5-22440.txt: positive
movies-5-22448.txt: positive
movies-5-22449.txt: positive
movies-5-22450.txt: positive
movies-5-22451.txt: positive
movies-5-22452.txt: positive
movies-5-22453.txt: positive
movies-5-22454.txt: positive
movies-5-22455.txt: positive
movies-5-22457.txt: positive
movies-5-22458.txt: positive
movies-5-22459.txt: positive
movies-5-22460.txt: negative
movies-5-22463.txt: positive
movies-5-22464.txt: positive
movies-5-22466.txt: positive
movies-5-22467.txt: positive
movies-5-22468.txt: positive
movies-5-22469.txt: positive
movies-5-2247.txt: positive
movies-5-22471.txt: positive
movies-5-22472.txt: positive
movies-5-22473.txt: positive
movies-5-22474.txt: positive
movies-5-22475.txt: positive
movies-5-22476.txt: positive
movies-5-22477.txt: positive
movies-5-22478.txt: positive
movies-5-22479.txt: positive
movies-5-22480.txt: positive
movies-5-22484.txt: positive
movies-5-22486.txt: positive
movies-5-22487.txt: positive
movies-5-22488.txt: positive
movies-5-22489.txt: positive
movies-5-22490.txt: positive
movies-5-22491.txt: positive
movies-5-22492.txt: positive
movies-5-22493.txt: positive
movies-5-22494.txt: positive
movies-5-22495.txt: positive
movies-5-22496.txt: positive
movies-5-22497.txt: positive
movies-5-22498.txt: positive
movies-5-2250.txt: positive
movies-5-22500.txt: positive
movies-5-22501.txt: positive
movies-5-22502.txt: positive
movies-5-22504.txt: positive
movies-5-22506.txt: positive
movies-5-22508.txt: positive
movies-5-2251.txt: positive
movies-5-22510.txt: neutral
movies-5-22512.txt: positive
movies-5-22513.txt: positive
movies-5-22514.txt: positive
movies-5-22515.txt: positive
movies-5-22516.txt: positive
movies-5-22518.txt: positive
movies-5-22519.txt: positive
movies-5-22520.txt: positive
movies-5-22522.txt: positive
movies-5-22527.txt: positive
movies-5-2253.txt: negative
movies-5-22530.txt: positive
movies-5-22533.txt: positive
movies-5-22535.txt: positive
movies-5-2254.txt: positive
movies-5-22544.txt: positive
movies-5-22546.txt: positive
movies-5-22547.txt: positive
movies-5-22548.txt: positive
movies-5-22549.txt: positive
movies-5-22551.txt: positive
movies-5-22553.txt: positive
movies-5-22554.txt: positive
movies-5-22555.txt: positive
movies-5-22559.txt: positive
movies-5-2256.txt: positive
movies-5-22560.txt: positive
movies-5-22561.txt: positive
movies-5-22562.txt: positive
movies-5-22565.txt: positive
movies-5-22566.txt: positive
movies-5-22571.txt: positive
movies-5-22592.txt: positive
movies-5-22593.txt: positive
movies-5-22594.txt: positive
movies-5-22595.txt: positive
movies-5-226.txt: positive
movies-5-22602.txt: positive
movies-5-22607.txt: positive
movies-5-22609.txt: positive
movies-5-2261.txt: positive
movies-5-22611.txt: positive
movies-5-22613.txt: positive
movies-5-22617.txt: positive
movies-5-22620.txt: positive
movies-5-22624.txt: positive
movies-5-2263.txt: positive
movies-5-22630.txt: positive
movies-5-22632.txt: positive
movies-5-22635.txt: positive
movies-5-22637.txt: positive
movies-5-22638.txt: positive
movies-5-2264.txt: positive
movies-5-22641.txt: positive
movies-5-22642.txt: positive
movies-5-22643.txt: positive
movies-5-22644.txt: positive
movies-5-22647.txt: positive
movies-5-22648.txt: positive
movies-5-2265.txt: positive
movies-5-22655.txt: positive
movies-5-22656.txt: positive
movies-5-22658.txt: positive
movies-5-22659.txt: positive
movies-5-2266.txt: positive
movies-5-22660.txt: positive
movies-5-22661.txt: positive
movies-5-22662.txt: positive
movies-5-22665.txt: positive
movies-5-22667.txt: positive
movies-5-2267.txt: positive
movies-5-22677.txt: positive
movies-5-22681.txt: positive
movies-5-22690.txt: positive
movies-5-22693.txt: positive
movies-5-22696.txt: positive
movies-5-22699.txt: positive
movies-5-227.txt: positive
movies-5-22700.txt: negative
movies-5-22703.txt: positive
movies-5-22705.txt: positive
movies-5-22709.txt: positive
movies-5-2271.txt: positive
movies-5-22713.txt: positive
movies-5-22715.txt: positive
movies-5-22719.txt: positive
movies-5-22720.txt: positive
movies-5-22721.txt: positive
movies-5-22725.txt: positive
movies-5-22726.txt: positive
movies-5-22727.txt: positive
movies-5-22729.txt: positive
movies-5-2273.txt: positive
movies-5-22730.txt: positive
movies-5-22731.txt: positive
movies-5-22733.txt: positive
movies-5-22737.txt: positive
movies-5-22738.txt: positive
movies-5-22740.txt: negative
movies-5-22742.txt: positive
movies-5-22745.txt: positive
movies-5-22749.txt: positive
movies-5-22758.txt: positive
movies-5-2276.txt: neutral
movies-5-22763.txt: positive
movies-5-22764.txt: positive
movies-5-22765.txt: positive
movies-5-22768.txt: positive
movies-5-22769.txt: positive
movies-5-22770.txt: positive
movies-5-22772.txt: positive
movies-5-22773.txt: positive
movies-5-22776.txt: positive
movies-5-22779.txt: positive
movies-5-2278.txt: positive
movies-5-22780.txt: positive
movies-5-22781.txt: positive
movies-5-22782.txt: positive
movies-5-22783.txt: positive
movies-5-22785.txt: positive
movies-5-22787.txt: positive
movies-5-22791.txt: positive
movies-5-22796.txt: positive
movies-5-22798.txt: positive
movies-5-228.txt: positive
movies-5-22800.txt: positive
movies-5-22801.txt: positive
movies-5-22804.txt: neutral
movies-5-2281.txt: negative
movies-5-22811.txt: negative
movies-5-22812.txt: positive
movies-5-22813.txt: positive
movies-5-22815.txt: positive
movies-5-22817.txt: positive
movies-5-22818.txt: positive
movies-5-22820.txt: positive
movies-5-22826.txt: positive
movies-5-22830.txt: positive
movies-5-22831.txt: positive
movies-5-22834.txt: positive
movies-5-22836.txt: positive
movies-5-22839.txt: positive
movies-5-22840.txt: positive
movies-5-22842.txt: positive
movies-5-22845.txt: positive
movies-5-22847.txt: positive
movies-5-22848.txt: positive
movies-5-22850.txt: positive
movies-5-22851.txt: positive
movies-5-22852.txt: positive
movies-5-22854.txt: positive
movies-5-22855.txt: positive
movies-5-22856.txt: positive
movies-5-22859.txt: positive
movies-5-22860.txt: positive
movies-5-22862.txt: positive
movies-5-22864.txt: positive
movies-5-22865.txt: positive
movies-5-22867.txt: positive
movies-5-22868.txt: positive
movies-5-22870.txt: positive
movies-5-22872.txt: positive
movies-5-22873.txt: positive
movies-5-22876.txt: positive
movies-5-22877.txt: positive
movies-5-22878.txt: positive
movies-5-22879.txt: positive
movies-5-22880.txt: positive
movies-5-22882.txt: positive
movies-5-22883.txt: positive
movies-5-22885.txt: positive
movies-5-22887.txt: positive
movies-5-22888.txt: positive
movies-5-22889.txt: positive
movies-5-22891.txt: positive
movies-5-22893.txt: positive
movies-5-22899.txt: positive
movies-5-2290.txt: positive
movies-5-22900.txt: positive
movies-5-22901.txt: positive
movies-5-22904.txt: positive
movies-5-22905.txt: positive
movies-5-22908.txt: positive
movies-5-22911.txt: positive
movies-5-22914.txt: positive
movies-5-22916.txt: positive
movies-5-22917.txt: positive
movies-5-22918.txt: positive
movies-5-2292.txt: positive
movies-5-22925.txt: positive
movies-5-22926.txt: positive
movies-5-22927.txt: positive
movies-5-22928.txt: positive
movies-5-22929.txt: positive
movies-5-22930.txt: positive
movies-5-22931.txt: positive
movies-5-22933.txt: positive
movies-5-22934.txt: positive
movies-5-22935.txt: positive
movies-5-22936.txt: positive
movies-5-22939.txt: negative
movies-5-2294.txt: positive
movies-5-22941.txt: positive
movies-5-22942.txt: positive
movies-5-22943.txt: positive
movies-5-22944.txt: positive
movies-5-22945.txt: positive
movies-5-22946.txt: positive
movies-5-22947.txt: positive
movies-5-22948.txt: positive
movies-5-2295.txt: positive
movies-5-22950.txt: positive
movies-5-22952.txt: positive
movies-5-22955.txt: positive
movies-5-22956.txt: positive
movies-5-2296.txt: positive
movies-5-22960.txt: negative
movies-5-22961.txt: positive
movies-5-22962.txt: positive
movies-5-22964.txt: positive
movies-5-22966.txt: positive
movies-5-22967.txt: positive
movies-5-22969.txt: positive
movies-5-2297.txt: positive
movies-5-22975.txt: positive
movies-5-22978.txt: positive
movies-5-22981.txt: positive
movies-5-22982.txt: positive
movies-5-22983.txt: positive
movies-5-22984.txt: positive
movies-5-22985.txt: positive
movies-5-22987.txt: positive
movies-5-2299.txt: positive
movies-5-22992.txt: positive
movies-5-22994.txt: positive
movies-5-22996.txt: positive
movies-5-22997.txt: positive
movies-5-22999.txt: negative
movies-5-23.txt: positive
movies-5-230.txt: positive
movies-5-2300.txt: positive
movies-5-23002.txt: positive
movies-5-23003.txt: positive
movies-5-23004.txt: positive
movies-5-23007.txt: positive
movies-5-23010.txt: positive
movies-5-23015.txt: positive
movies-5-23021.txt: positive
movies-5-23023.txt: positive
movies-5-23026.txt: positive
movies-5-23030.txt: positive
movies-5-23032.txt: positive
movies-5-23034.txt: positive
movies-5-23035.txt: positive
movies-5-23038.txt: positive
movies-5-23039.txt: positive
movies-5-23044.txt: positive
movies-5-23045.txt: positive
movies-5-23046.txt: positive
movies-5-23047.txt: positive
movies-5-2305.txt: positive
movies-5-23050.txt: negative
movies-5-23062.txt: positive
movies-5-2307.txt: positive
movies-5-23070.txt: positive
movies-5-23072.txt: positive
movies-5-23078.txt: positive
movies-5-23079.txt: positive
movies-5-23081.txt: positive
movies-5-23086.txt: positive
movies-5-23087.txt: negative
movies-5-23089.txt: positive
movies-5-23092.txt: negative
movies-5-23093.txt: positive
movies-5-23098.txt: positive
movies-5-231.txt: positive
movies-5-2311.txt: positive
movies-5-23113.txt: positive
movies-5-23117.txt: positive
movies-5-23120.txt: positive
movies-5-23122.txt: positive
movies-5-23124.txt: positive
movies-5-23126.txt: positive
movies-5-23127.txt: positive
movies-5-23128.txt: positive
movies-5-23129.txt: positive
movies-5-2313.txt: positive
movies-5-23130.txt: positive
movies-5-23131.txt: positive
movies-5-23132.txt: positive
movies-5-23134.txt: negative
movies-5-23135.txt: positive
movies-5-23136.txt: positive
movies-5-23137.txt: positive
movies-5-23138.txt: positive
movies-5-23139.txt: positive
movies-5-2314.txt: positive
movies-5-23141.txt: positive
movies-5-23142.txt: positive
movies-5-23146.txt: positive
movies-5-23147.txt: positive
movies-5-23148.txt: positive
movies-5-2315.txt: positive
movies-5-23151.txt: positive
movies-5-23153.txt: positive
movies-5-23155.txt: positive
movies-5-23157.txt: positive
movies-5-23158.txt: positive
movies-5-23159.txt: positive
movies-5-2316.txt: positive
movies-5-23163.txt: positive
movies-5-23165.txt: positive
movies-5-23166.txt: positive
movies-5-23167.txt: positive
movies-5-23168.txt: positive
movies-5-23169.txt: neutral
movies-5-2317.txt: positive
movies-5-23171.txt: positive
movies-5-23172.txt: positive
movies-5-23173.txt: positive
movies-5-23174.txt: positive
movies-5-23175.txt: positive
movies-5-23176.txt: positive
movies-5-23177.txt: positive
movies-5-23178.txt: positive
movies-5-23179.txt: neutral
movies-5-23180.txt: positive
movies-5-23181.txt: positive
movies-5-23182.txt: positive
movies-5-23183.txt: positive
movies-5-23184.txt: positive
movies-5-23185.txt: positive
movies-5-23186.txt: positive
movies-5-2319.txt: positive
movies-5-23190.txt: positive
movies-5-23191.txt: positive
movies-5-23193.txt: positive
movies-5-23194.txt: positive
movies-5-23197.txt: positive
movies-5-232.txt: positive
